,loss,accuracy,val_loss,val_accuracy
0,1.8421902656555176,0.3319154381752014,1.192193865776062,0.541966438293457
1,1.2067480087280273,0.39262697100639343,0.986240804195404,0.7206234931945801
2,1.1674236059188843,0.41892239451408386,0.9086898565292358,0.6414868235588074
3,1.1451689004898071,0.4391595721244812,0.9043300151824951,0.8081534504890442
4,1.112388014793396,0.47718483209609985,0.941952109336853,0.7841726541519165
5,0.9763975739479065,0.5751482248306274,0.7491156458854675,0.824940025806427
6,0.8704440593719482,0.6361175775527954,0.6638196706771851,0.8069544434547424
7,0.7692731022834778,0.6936066150665283,0.5874962210655212,0.824940025806427
8,0.6599022150039673,0.7441350817680359,0.5048730373382568,0.8429256677627563
9,0.6076992750167847,0.7679814100265503,0.45435452461242676,0.8501198887825012
10,0.5663549900054932,0.7770043611526489,0.5015072822570801,0.8465228080749512
11,0.533355176448822,0.7924723029136658,0.4647315740585327,0.8741007447242737
12,0.4998262822628021,0.8078113198280334,0.47367364168167114,0.853717029094696
13,0.47303715348243713,0.8145140409469604,0.4446661174297333,0.8693045377731323
14,0.4429965317249298,0.8323021531105042,0.41583487391471863,0.8657074570655823
15,0.4420616030693054,0.8277906775474548,0.4486543834209442,0.8597122430801392
16,0.41992807388305664,0.8320443630218506,0.44462281465530396,0.8752997517585754
17,0.3768724799156189,0.8560196161270142,0.4958212077617645,0.8621103167533875
18,0.3434917628765106,0.8699406981468201,0.5440441966056824,0.8597122430801392
19,0.3567095398902893,0.8619489669799805,0.5031827092170715,0.8752997517585754
20,0.33290383219718933,0.8750966787338257,0.4984974265098572,0.8645083904266357
21,0.3170776963233948,0.8774168491363525,0.5177242159843445,0.880095899105072
22,0.30641970038414,0.8816705346107483,0.4597875773906708,0.8657074570655823
23,0.31439775228500366,0.8779324293136597,0.5212383270263672,0.8393285274505615
24,0.3279128968715668,0.8744521737098694,0.5375569462776184,0.8812949657440186
