,loss,accuracy,val_loss,val_accuracy
0,0.3574090301990509,0.8852797150611877,11.451922416687012,0.5047961473464966
1,0.15425589680671692,0.951147198677063,9.167825698852539,0.5227817893028259
2,0.11374882608652115,0.9618458151817322,7.847583293914795,0.5503597259521484
3,0.08668845891952515,0.9707399010658264,4.544543743133545,0.6534771919250488
4,0.09388159960508347,0.9706109762191772,4.766070365905762,0.6091127395629883
5,0.0782136470079422,0.9730600714683533,2.1933422088623047,0.7613908648490906
6,0.06642507761716843,0.977313756942749,4.640036106109619,0.7290167808532715
7,0.06902522593736649,0.9791183471679688,1.0779774188995361,0.8836930394172668
8,0.11137762665748596,0.9637793302536011,10.07253360748291,0.5299760103225708
9,0.06633420288562775,0.981180727481842,1.9768515825271606,0.7374100685119629
10,0.07962498813867569,0.9756380319595337,2.969231605529785,0.5959232449531555
11,0.07555191218852997,0.9755091667175293,2.6680870056152344,0.7529975771903992
12,0.048840343952178955,0.982598602771759,4.491056442260742,0.5935251712799072
13,0.029241153970360756,0.9887857437133789,1.0804630517959595,0.8573141694068909
14,0.0215386264026165,0.9916215538978577,0.9129740595817566,0.8705036044120789
15,0.018064457923173904,0.9923949241638184,0.718326210975647,0.9052757620811462
16,0.015416995622217655,0.9935550689697266,0.7224699258804321,0.9064748287200928
17,0.028849592432379723,0.9911059737205505,1.2960286140441895,0.8824940323829651
18,0.04968249052762985,0.9823408126831055,1.024351716041565,0.9040767550468445
19,0.02878895401954651,0.9898169636726379,1.0185741186141968,0.9148681163787842
20,0.019610770046710968,0.9927816390991211,1.413010597229004,0.902877688407898
21,0.01986372284591198,0.9926527738571167,1.6221450567245483,0.8836930394172668
22,0.028924891725182533,0.990848183631897,1.0282646417617798,0.8729016780853271
23,0.016203438863158226,0.9941995143890381,0.7004680037498474,0.9232614040374756
24,0.018436303362250328,0.9939417243003845,0.922257661819458,0.9052757620811462
